id,title,author,language,caption,captionItemName,keyword,digest,status,isDisplay,readNum,createTime,updateTime,coverUrl
645,The DL Tower and a Hong Kong Coliseum Concert Go On-Chain: Compliance Reflections Amid Hong Kong’s RWA Boom,fintax,2,1,,"RWA, Hong Kong, compliance, tokenisation, tax","At the start of 2026, high-quality commercial real estate and a Hong Kong Coliseum concert went on-chain in quick succession. This article reviews Hong Kong’s RWA evolution, examines tax implications and regulatory logic, and explores compliance risks behind the RWA financing boom.",2,1,,2026/3/30 16:33,2026/3/30 16:35,files/20260330/article_0327_publish_cover_1774859742338.jpg
643,中环大厦、红馆演唱会接连上链？赴港RWA热潮下的合规冷思考,fintax,1,1,,"RWA, 香港监管, 代币化, 合规, 资产证券化, 真实世界资产",2026年开年，香港中环商业地产与红馆演唱会接连上链，标志着RWA正式迈入商业化落地新阶段。本文系统梳理香港RWA演进路径，剖析税务影响与监管逻辑，审视RWA融资红利背后的合规风险。,2,1,,2026/3/30 15:30,2026/3/30 15:31,files/20260330/2e7aeae8fc4e41cbba3de9a8cca29794.png
642,From Regulation by Enforcement to Ex Ante Rulemaking: The U.S. Crypto Regulatory Shift and Its Market Impact,fintax,2,1,,"crypto regulation, SEC, CFTC, digital assets, ex ante rulemaking, digital commodities, digital securities, stablecoins","The SEC and CFTC jointly released guidance classifying crypto assets into five categories, marking a historic shift from regulation by enforcement to systematic ex ante rulemaking in the U.S.",2,1,,2026/3/30 15:13,2026/3/30 15:22,files/20260330/29c3b17c890548c7b6cd11b9ba00de48.png
641,Beyond the Hype: What Are Crypto Assets Actually Worth When the Bubble Bursts?,fintax,2,1,,crypto assets tokenization value mechanism regulation cross-border payments,"This paper examines sustainable crypto asset value mechanisms through the lens of tokenization, macro hedging, and regulatory evolution, distinguishing between native and backed tokens that can survive market cycles.",2,1,,2026/3/27 13:26,2026/3/27 16:11,files/20260327/4ee2221c1c0343118febc789ebdec36d.png
640,Sun Yuchen and the SEC Settle Three-Year Dispute: TRON Case Reflects New Trends in US Crypto Regulation,fintax,2,1,,SEC TRON Justin Sun settlement crypto regulation wash trading,"The SEC and Justin Sun reach a settlement in the TRON case after three years, with Rainberry accepting a $10M penalty for wash trading while all other charges are dismissed, reflecting the shifting US crypto regulatory landscape.",2,1,,2026/3/27 13:24,2026/3/27 16:12,files/20260327/dc5bc88e5b034644a1896095dfc19413.png
639,MetaMask Card Lands in the US: A New Game Changer for Crypto Payments,fintax,2,1,,MetaMask Mastercard crypto payments self-custody debit card,"MetaMask partners with Mastercard to launch a self-custody crypto card in the US, allowing users to spend on-chain assets at 150M+ merchants while maintaining full control of their funds.",2,1,,2026/3/27 13:22,2026/3/27 16:13,files/20260327/7dd5e35d5bbc401291eb147d250c0017.png
638,从"执法监管"到"规则前置"：美国加密资产监管的范式转变与市场影响,fintax,1,1,,加密资产 SEC CFTC 数字商品 证券监管,2026年3月17日，SEC与CFTC联合发布加密资产分类指引，将加密资产划分为五大类别，创设剥离机制，标志着美国从执法监管转向规则前置的监管范式转变。,2,1,,2026/3/27 11:50,,files/20260327/192258181faf41feb6a0bf0ab08a45d8.png
637,SEC与孙宇晨及TRON系实体达成和解：历时三年纠纷落定，加密监管释放新信号,FinTax,1,1,,"SEC,孙宇晨,TRON,加密监管,和解,TRX",SEC就针对孙宇晨、TRON基金会等的诉讼达成和解，Rainberry接受1000万美元罚金，SEC撤销其余指控。本文分析和解背后的监管逻辑与市场启示。,1,1,,2026/3/23 10:22,,
636,当叙事泡沫退去，真正有价值的加密资产是什么？ ,FinTax,1,1,,,,2,1,,2026/3/18 17:42,,files/20260318/b21bfd89ff764ddbb273fee1dbfb0f71.png
635,A Dual-Governance Model for a "Global Crypto Hub": Research on UAE Crypto Regulation and Taxation,FinTax,2,1,,,,2,1,,2026/3/16 11:14,,files/20260316/4e7fb282294f4c7a9c35c48ec792a06d.png
634,SEC Clears the Path for Broker-Dealers: New Capital Guidance Give Payment Stablecoins a Green Light,FinTax,2,1,,,,2,1,,2026/3/16 11:08,,files/20260316/9b944c9968954465993cb80c693332c4.png
633,"FinTax Crypto Compliance Highlights  —Mar 2026, Issue 1",FinTax,2,1,,,,2,1,,2026/3/16 10:43,,files/20260316/8558d6cbfb114f54a319f90ba6eb8633.png
632,FinTax 加密合规动态精选  ——2026年3月第1期,FinTax,1,1,,,,2,1,,2026/3/16 10:36,2026/3/16 10:43,files/20260316/5752ecdbfe2846a89b6a810f91fbae1b.png
631,MetaMask Card落地美国，加密支付卡赛道迎来新变量,FinTax,1,1,,,,2,1,,2026/3/13 13:16,,files/20260313/b12a6133738a4d5eb559185de8e6a219.png
630,“全球加密枢纽”的二元治理范式：阿联酋加密监管与税收基础研究,FinTax,1,1,,,,2,1,,2026/3/11 10:51,2026/3/16 11:14,files/20260311/2505e4c22e734b4da89a83b07808c4ae.png
629,SEC明确券商资本计提新口径，支付型稳定币再迎利好信号,FinTax,1,1,,,,2,1,,2026/3/9 13:22,2026/3/16 11:08,files/20260309/68d27499defa4551a3ceae9586f4f46c.png
628,重塑价值交换：加密货币支付的技术逻辑、未来趋势与税务挑战,FinTax,1,1,,,,2,1,,2026/3/6 10:44,,files/20260306/a848e532fc2747289cd73ba01dd47d47.png
627,为何限制稳定币发行？一文解码巴西虚拟资产法修订背后的监管逻辑,FinTax,1,1,,,,2,1,,2026/3/3 18:51,,files/20260303/b145c347b6b74d1da9a72991a50e77b9.png
626,"FinTax Crypto Compliance Highlights  (February 2026, Issue 2)",FinTax,2,1,,,,2,1,,2026/3/2 10:52,,files/20260302/2267e1856181473785cff17d209bc09f.png
625,FinTax 加密合规动态精选——2026年2月第2期,FinTax,1,1,,,,2,1,,2026/3/2 10:41,2026/3/2 10:52,files/20260302/22e1a0da05c64e079c1140fd238178bd.png
624,"A Deep Dive into Staking and Mining Taxes: Policy Comparisons and Insights from Hong Kong, Singapore, the US, and Canada",FinTax,2,1,,,,2,1,,2026/2/28 18:48,,files/20260228/32887eff675b49c38c61c07646b0b7b6.png
623,质押与挖矿税务研究万字长文：港新美加四地政策比较与洞见,FinTax,1,1,,,,2,1,,2026/2/26 17:58,2026/2/28 18:48,files/20260226/1abc0bf18a064a80b5ff02fd77a7f5a4.png
622,"SEC Exposes $14 Million Crypto Scam:  When Crypto Becomes a Cover for Fraud, Who is Driving Out Good Money with Bad Money?",FinTax,2,1,,,,2,1,,2026/2/26 17:55,,files/20260226/492fd4104b0c45048711e8e8d24c1876.png
621,"Japan’s Move Toward Crypto Spot ETFs:  A Full Look at Market Trends, Regulatory Shifts, and Future Impact",FinTax,2,1,,,,2,1,,2026/2/26 16:41,,files/20260226/27c2bf2371a844668e2072f3ab3e1382.png
620,The Granularity Revolution in Digital Asset Tax Regs:  A Guide to the US Form 1099-DA and Compliance,FinTax,2,1,,,,2,1,,2026/2/25 10:43,,files/20260225/95e2adc077b342358454f1c787af0507.png
619,Wall Street Goes On-Chain: NYSE and Nasdaq Race to Adopt Tokenized Securities,FinTax,2,1,,,,2,1,,2026/2/25 10:39,,files/20260225/2e53b44651f04654b3057d3cf5cf81e5.png
618,日本拟推出加密现货ETF：市场现状、监管转向与落地影响全景解读,FinTax,1,1,,,,2,1,,2026/2/25 10:36,2026/2/26 16:41,files/20260225/7d7ca2ddd2724c7fbad9506dea9124de.png
617,美国证监会揭露1400万美元加密骗局：当Crypto沦为欺诈外衣，谁在制造“劣币驱逐良币”？,FinTax,1,1,,,,2,1,,2026/2/24 10:49,2026/2/26 17:55,files/20260224/55e6f4ef826a4b809e671f297ca77d25.png
616,“稳定币”到底是什么？制度定位、监管框架与税务落点,FinTax,1,1,,,,2,1,,2026/2/19 16:40,2026/2/19 16:40,files/20260219/1ea9f1a7ce51481eb80f9fac92d16cd1.png
615,FinTax 加密合规动态精选  ——2026年2月第1期,FinTax,1,1,,,,2,1,,2026/2/16 16:38,2026/2/16 17:13,files/20260216/1ffbdf0be60149b2930a77410c3efe1d.png
614,"FinTax Crypto Compliance Newsletter  ------February 2026, Issue 1",FinTax,2,1,,,,2,1,,2026/2/16 12:08,2026/2/16 16:38,files/20260216/2adb8db0eab0476cb39d7b8c2fb67af0.png
613,数字资产税务监管的颗粒度革命：美国1099-DA表格解析与合规指南,FinTax,1,1,,,,1,1,,2026/2/11 18:44,2026/2/25 10:43,files/20260211/ac05a0f5b7834a5d86af757322d752b8.png
612,Latest FAQs from Hong Kong IRD: How is Tax Residency Decided for Dual-City Lifestyle?,FinTax,2,1,,,,2,1,,2026/2/11 18:32,,files/20260211/11d3437ce2af46089af302a044ca0b16.png
611,华尔街的链上转向：纽交所、纳斯达克竞相布局证券通证化,FinTax,1,1,,,,2,1,,2026/2/9 11:23,2026/2/25 10:39,files/20260209/a181f3049708464ab06985c1523ea796.png
610,香港税务局最新FAQ：“双城生活”如何判定税务身份？,FinTax,1,1,,,,2,1,,2026/2/9 10:57,2026/2/11 18:32,files/20260206/5120a5ad28c7493482f716ecb233e1a3.png
609,"New Rules for HK Virtual Asset Licenses: FSTB and SFC Issue Joint Paper, Signaling the Fully Licensed Era",FinTax,2,1,,,,2,1,,2026/2/6 13:21,2026/2/10 10:45,files/20260206/53d078e5c14646b2864f813a5995e76b.png
608,"FinTax Crypto Compliance Highlights  —Jan 2026, Issue 2",FinTax,2,1,,,,2,1,,2026/2/4 11:35,,files/20260204/5c16dfbb565649a9a2e496a00ed90fd6.png
607,FinTax 加密合规动态精选  ——2026年1月第2期,FinTax,1,1,,,,2,1,,2026/2/4 11:27,2026/2/4 11:29,files/20260204/254a97a2a5f74046823388fd33eccc03.png
605,香港虚拟资产牌照新规解读：财库局、证监会联合发文，宣告步入“全面持牌”时代,FinTax,1,1,,,,2,1,,2026/1/29 11:58,2026/2/6 13:21,files/20260129/6546441d5bb24cd9bfa5d650b373bfa1.png
604,Global CARF Implementation Timeline: And How are Mainland China and Hong Kong Committed?,FinTax,2,1,,,,2,1,,2026/1/28 10:13,,files/20260128/f3bcef23eb90443da47b25d16ab09dd1.png
603,CARF全球实施时间表一览，中国大陆、香港地区承诺情况如何？ ,FinTax,1,1,,,,2,1,,2026/1/27 20:49,2026/1/28 10:13,files/20260127/84a59147682842fea015df3db6be0b47.png
602,Liberty vs. Clarity: A Deep Dive into Poland’s Crypto Tax and Regulatory Framework,FinTax,2,1,,,,2,1,,2026/1/16 23:36,,files/20260116/0f61196ed7944550a3a591ab2229629a.png
601,自由与清晰的博弈：波兰加密税制与监管体系基础研究,FinTax,1,1,,,,2,1,,2026/1/16 23:33,,files/20260116/642b673e8852418daa104cbed259f0e4.png
600,CRS 2.0 Is Coming: Will Your “On-Chain Invisibility Cloak” Still Work in 2026?,FinTax,2,1,,,,2,1,,2026/1/14 23:48,,files/20260114/fd9516e3b6a449d8b48dc5c4d9c37906.png
599,CRS2.0落地在即：2026年，你的“链上隐身衣”还在吗？,FinTax,1,1,,,,2,1,,2026/1/14 23:45,2026/1/14 23:48,files/20260114/0a5793e0f5484ee3bc0bdca305fa4c53.png
598,Toward a Clearer Future: Foundational Research on Germany’s Crypto Tax Regime and Regulatory Framework,FinTax,2,1,,,,2,1,,2026/1/9 23:43,,files/20260109/90f6709106b7450792c8ac931c034420.png
597,迈向更清晰的未来：德国加密税制与监管基础研究,FinTax,1,1,,,,2,1,,2026/1/9 23:41,2026/1/9 23:43,files/20260109/22001ed863ab46b0b0e883b17139f312.png
596,UK’s "Third Category of Property" is Here: What’s Changing for Crypto Taxes?,FinTax,2,1,,,,2,1,,2026/1/3 23:45,,files/20260103/1f074dc4ee0e4c6b852a659d647c969c.png
595,英国“第三类财产”落地：加密资产税收将发生哪些变化？,FinTax,1,1,,,,2,1,,2026/1/3 23:38,,files/20260103/af08f40f9fdc4916bf2f234b3ebca095.png
594,The TUSD $456 Million Reserve Misappropriation: How Can We Trust Crypto Trusts?,FinTax,2,1,,,,2,1,,2026/1/1 21:03,,files/20260101/6164a05425524760ab6aaf9ba3d83708.png
593,TUSD4.56亿美元储备金挪用案始末：我们如何相信信托？,FinTax,1,1,,,,2,1,,2026/1/1 21:00,2026/1/1 21:03,files/20260101/1991ee17a70e41a090f9fc9c0a639c07.png
592,The "Final Puzzle Piece" of U.S. Crypto Tax Regulation Seen Through  the White House Power Expansion Proposal,FinTax,2,1,,,,2,1,,2025/12/31 0:06,2026/1/1 21:03,files/20251230/7cce122cd4a1466d94d625743db0d8c3.png
591,从白宫扩权提案看美国加密资产税务监管的“终极拼图”,FinTax,1,1,,,,2,1,,2025/12/30 23:58,2026/1/1 21:03,files/20251230/5b55cc0581154dabad5678bcccb714ea.png
590,澳大利亚拟出台加密资产监管新规：“数字资产框架法案”前瞻,FinTax,1,1,,,,2,1,,2025/12/26 23:33,,files/20251226/76711966d8d54789bace0ee5acf00adb.png
589,Australia’s Getting New Crypto Rules: A Sneak Peek at the "Digital Asset Framework Bill",FinTax,2,1,,,,2,1,,2025/12/26 23:30,2025/12/26 23:33,files/20251226/7766f14dea5544ea985bd3d8161bdb98.png
588,"When Wealth Flows Through Accounts, What Else Do Crypto Companies Need?",FinTax,2,1,,,,2,1,,2025/8/14 19:45,,files/20250814/85943769caed4f7ba7c8e1d59677ca2c.png
587,当财富在账户流动时，加密货币公司还需要什么？,FinTax,1,1,,,,2,1,,2025/8/14 19:44,2025/8/14 19:45,files/20250814/2e21ea9cad1943ba90ceb774f1bd894b.png
586,Stablecoins and Tokenized Stocks: Opportunities and Challenges Reshaping Global Crypto Finance,FinTax,2,1,,,,2,1,,2025/8/11 21:11,,files/20250811/2efdec9a78974e7d981538b5fcb08f72.png
585,稳定币与股票代币化：重塑全球加密金融格局的机遇与挑战,FinTax,1,1,,,,2,1,,2025/8/11 21:09,2025/8/11 21:11,files/20250811/db7f435519294423aa4002f04177e62f.png
584,MicroStrategy in Legal Trouble Again: How Accounting Rules Turned Into a Big Headache,FinTax,2,1,,,,2,1,,2025/7/31 21:58,,files/20250731/c1eb9504554d4c7db04a5ea4dfede525.png
583,微策略再度官司缠身：会计准则缘何造成大麻烦？,FinTax,1,1,,,,2,1,,2025/7/31 21:33,2025/7/31 21:58,files/20250731/4c4c389b8dd74efabbfbc3e3a3c97036.png
582,"A Practical Guide to Web3 On/Off-Ramps: Compliant Platforms, KYC, and Tax Obligations ",FinTax,2,3,,,,2,1,,2025/7/25 10:28,2025/7/25 10:37,files/20250725/c6fa51f45b114485be53a12842c562eb.png
581,Web3出入金必读：合规平台、KYC与纳税义务 ,FinTax,1,3,,,,2,1,,2025/7/25 10:22,2025/7/25 10:25,files/20250725/e0fdbcf15c2841c580b3e0f038a2045c.png
580,FinTax 加密合规动态精选   ——2025年7月第1期 ,FinTax,1,3,,,,2,1,,2025/7/20 20:25,,files/20250720/910e4b9eb6994ca2ac0e924669fd68a0.png
579,"FinTax Crypto Compliance Highlights   —July 2025, Issue 1 ",FinTax,2,3,,,,2,1,,2025/7/20 20:17,2025/7/20 20:25,files/20250720/d077d83559e847309680d21bb742c30d.png
578,Web3 Compliance Talk How Crypto Gains Are Taxed,FinTax,2,3,,,,2,1,,2025/7/17 23:09,2025/7/25 10:38,files/20250717/5f6c9ab29e7d4a999683822d06bfa0ef.png
577,Web3合规漫谈：币圈收益如何纳税,FinTax,1,3,,,,2,1,,2025/7/17 23:04,2025/7/17 23:09,files/20250717/73fc8e7e13a9485fb926205dc45c9354.png
576,Get to Know the CLARITY Act in Ten Minutes,FinTax,2,3,,,,2,1,,2025/7/8 0:07,2025/7/25 10:39,files/20250707/509b6a3cd17d479d8bf9841337d948cd.png
575,十分钟抢先了解CLARITY法案,FinTax,1,3,,,,2,1,,2025/7/8 0:04,2025/7/8 0:07,files/20250707/7cab04d8dfc64efe98f8c9a3aac45c25.png
574,Russian Cryptocurrency Policy Transition:  An Exploration of Experimental Legislation,FinTax,2,1,,,,2,1,,2025/7/5 0:20,2025/7/5 0:20,files/20250704/3b8011398635447cb082dd2328030d41.png
573,俄罗斯加密货币政策转型：实验性立法探究,FinTax,1,1,,,,2,1,,2025/7/5 0:17,2025/7/5 0:20,files/20250704/a57a63d8258b4a75a822aef4a78d348b.png
572,"FinTax Crypto Compliance Highlights: June 2025, Issue 2 ",FinTax,2,1,,,,2,1,,2025/7/3 23:49,,files/20250703/d75204c2fa98409d95f604c3fa5ef94f.png
571,FinTax 加密合规动态精选：2025年6月第2期,FinTax,1,1,,,,2,1,,2025/7/3 23:47,2025/7/3 23:49,files/20250703/f6b4824388c1411cb68b5ef15a24eb82.png
570,A Comprehensive Overview of the "Policy Statement 2.0 on the Development of Digital Assets in Hong Kong",FinTax,2,1,,,,2,1,,2025/7/1 1:00,,files/20250630/9c8396dadb8b4c4ea1e6bb3adb712e48.png
569,一文读懂《香港数字资产发展政策宣言2.0》,FinTax,1,1,,,,2,1,,2025/7/1 0:42,2025/7/1 1:00,files/20250630/c6479624f97c40cd849d9ab70cedf5cb.png
568,A Quick Look at the Commonalities and Features of Stablecoin Legislation in Hong Kong and the U.S. —— Is It a Trend?,FinTax,2,1,,,,2,1,,2025/6/26 23:20,2025/6/26 23:20,files/20250626/afe9325467dd4533afea452e818040eb.png
567,一文了解香港、美国稳定币法案共性与特点 是趋势吗？,FinTax,1,1,,,,2,1,,2025/6/26 23:19,2025/6/26 23:20,files/20250626/c33c55e75fff4e4f888571b04a200f74.png
566,U卡真的有避税“魔法”吗？,FinTax,1,1,,,,2,1,,2025/6/23 23:48,,files/20250623/92a70a1bf1f24aa1976269e2d538db6e.png
565,Does the USDT Card Really Have “Tax Magic”?,FinTax,2,1,,,,2,1,,2025/6/23 23:46,,files/20250623/8ffcb81b08b440e595c3fc53aa08c9c2.png
564,"UK Launches New Crypto Rules, Signaling a Landmark Shift in Regulatory Framework",FinTax,2,1,,,,2,1,,2025/6/19 23:40,,files/20250619/8eb8d408901f4976b5239901259d47ff.png
563,英国发布加密资产新规，监管框架迎来系统性升级,FinTax,1,1,,,,2,1,,2025/6/19 23:38,2025/6/19 23:40,files/20250619/c2015143a8f543f5a6ad6f530cd3463c.png
562,Mandatory Survey of Foreign Residents' Holdings of U.S. Securities Initiated by the U.S. Department of the Treasury,FinTax,2,1,,,,2,1,,2025/6/11 23:35,,files/20250611/9df2f573c67a4f238f65d3d69a150967.png
561,美国将强制调查外国居民持有美国证券情况,FinTax,1,1,,,,2,1,,2025/6/11 23:33,2025/6/11 23:35,files/20250611/9b92a1a41e134f3795f9e920989fbd2c.png
560,Crypto Notes in the City of Music:  An Overview of Austria’s Taxation and Regulatory Framework for Crypto Assets,FinTax,2,1,,,,2,1,,2025/6/10 10:44,,files/20250610/6708e2ac1bab4073af03c7cfb55c4900.png
559,音乐之都的加密音符：奥地利加密税收与监管制度概览,FinTax,1,1,,,,2,1,,2025/6/10 10:37,2025/6/10 10:44,files/20250610/d0969c131de6447ba01bc25710c55598.png
558,Bitcoin 2025 | FinTax on the Panel: Tariff Challenges in the Crypto Mining Industry,FinTax,2,1,,,,2,1,,2025/6/6 0:13,,files/20250605/58c39a2d7a2043dd896863fa62b89b6a.png
557,Bitcoin 2025 | FinTax圆桌论坛：加密矿业的关税挑战,FinTax,1,1,,,,2,1,,2025/6/6 0:12,2025/6/6 0:13,files/20250605/46188495094040b3b195e168715469d7.png
556,FinTax 加密合规动态精选：2025年5月第2期,FinTax,1,1,,,,2,1,,2025/6/4 23:39,,files/20250604/2d1a3c35ccd243a28d7b2d32936291f9.png
555,"FinTax Crypto Compliance Highlights—May 2025, Issue 2",FinTax,2,1,,,,2,1,,2025/6/4 23:36,2025/6/4 23:38,files/20250604/d2704bbd616e425889d8f5b216bd7b50.png
554,New Hampshire’s Evolving Crypto Landscape: Assessing the State’s Crypto Taxation and Regulation,FinTax,2,1,,,,2,1,,2025/6/3 0:12,2025/6/3 0:18,files/20250602/09c7986902e34758b79ae1f1821691e7.png
553,加密货币自由先锋：新罕布什尔州加密货币税收与监管动态一览,FinTax,1,1,,,,2,1,,2025/6/3 0:09,2025/6/3 0:12,files/20250602/f813d95425824ca1954fec044111e160.png
552,U.S. Banks Can Legally Engage in Crypto Asset Activities,FinTax,2,1,,,,2,1,,2025/5/28 23:31,,files/20250528/bb1c9805b84e46d38fa43cd0c100b561.png
551,美国银行可合法从事加密资产业务,FinTax,1,1,,,,2,1,,2025/5/28 23:28,2025/5/28 23:31,files/20250528/33e1f6edf5df45ac95dfa218eea95136.png
550,What challenges do the updated US crypto accounting standards bring?,FinTax,2,1,,,,2,1,,2025/5/24 0:50,2025/5/24 0:50,files/20250523/ccd3144e1ad44bfeab7bfc456ecf585b.png
549,美国加密会计准则更新带来什么挑战？FinTax加密财会与审计专题（四）,FinTax,1,1,,,,2,1,,2025/5/24 0:47,2025/5/24 0:50,files/20250523/c323e719c1eb494795f5237eb2e71e5a.png
548,Overseas Income Tax Under Scrutiny: Are Crypto Investors at Risk of Owing Back Taxes?,FinTax,2,1,,,,2,1,,2025/5/22 0:14,,files/20250521/1f62a6eafd4e4ab5abdf54d60ce3c306.png
547,境外收入补税成热点 币圈是否存在补税风险？,FinTax,1,1,,,,2,1,,2025/5/22 0:12,2025/5/22 0:14,files/20250521/8d0210abf75941a5af67dc30c7520ea8.png
546,"FinTax Crypto Compliance Highlights: May 2025, Issue 1 ",FinTax,2,1,,,,2,1,,2025/5/20 0:54,2025/5/20 0:54,files/20250519/e7a83d5771fe4340b1ec3f477f67fe94.png
545,FinTax 加密合规动态精选：2025年5月第1期 ,FinTax,1,1,,,,2,1,,2025/5/20 0:52,2025/5/20 0:54,files/20250519/178b3a11121242349412492efc68df28.png
544,A Cold Reflection on the RWA Craze: Chaos or Opportunity?,FinTax,2,1,,,,2,1,,2025/5/15 23:46,,files/20250515/5cdb42750f354044973610af354fb540.png
543,RWA热潮的冷思考：混乱还是机遇？,FinTax,1,1,,,,2,1,,2025/5/15 23:44,2025/5/15 23:46,files/20250515/2f9e5308a7a1449b8cdc4c1a4ae6210a.png
542,Why Is CZ So Interested in Kyrgyzstan? An Overview of the Country's Crypto Tax and Regulatory System,FinTax,2,1,,,,2,1,,2025/5/13 0:38,,files/20250512/689d6dbdd1c74101b4d1f0c284eeccb3.png
541,CZ为何如此中意吉尔吉斯斯坦？一文速览该国加密资产税收与监管制度,FinTax,1,1,,,,2,1,,2025/5/13 0:29,2025/5/13 0:38,files/20250512/5b712d0d9b8b4f6aa724037d7075596b.png
